site,spp_1,species,count,day,month,season,year,time,sunrise,sunset,m_60
Oxford island,Squirrel,Grey squirrel,1,3,4,spring,2015,14:39:00,05:54,19:06,4.45
Portglenone,Squirrel,Grey squirrel,1,19,4,spring,2015,14:42:00,05:15,19:37,4.92
Ballinarees,Squirrel,Grey squirrel,1,14,4,spring,2015,14:42:00,05:27,19:27,4.75
Slantry,Squirrel,Grey squirrel,1,3,4,spring,2015,14:44:00,05:54,19:06,4.37
St Patricks well ,Squirrel,Red squirrel,1,16,4,spring,2015,14:45:00,05:22,19:31,4.77
Aghavoory,Squirrel,Red squirrel,1,16,4,spring,2015,14:46:00,05:22,19:31,4.75
Favour Royal,Squirrel,Red squirrel,1,16,4,spring,2015,14:46:22,05:22,19:31,4.75
Drumbanagher,Squirrel,Grey squirrel,1,23,4,spring,2015,14:47:00,05:06,19:44,4.95
Portglenone,Squirrel,Grey squirrel,1,13,4,spring,2015,14:52:00,05:29,19:25,4.55
seskinore,Squirrel,Grey squirrel,1,20,4,spring,2015,14:56:00,05:13,19:39,4.72
Portglenone,Squirrel,Grey squirrel,1,17,4,spring,2015,14:57:00,05:20,19:33,4.6
Portglenone,Squirrel,Grey squirrel,1,19,4,spring,2015,15:02:00,05:15,19:37,4.58
seskinore,Squirrel,Grey squirrel,1,15,4,spring,2015,15:02:00,05:25,19:29,4.45
Favour Royal,Marten,Pine marten,1,18,4,spring,2015,15:03:24,05:17,19:35,4.52
Aghavoory,Squirrel,Red squirrel,1,18,4,spring,2015,15:05:00,05:17,19:35,4.5
seskinore,Squirrel,Grey squirrel,1,17,4,spring,2015,15:07:00,05:20,19:33,4.43
Portglenone,Squirrel,Grey squirrel,1,14,4,spring,2015,15:07:00,05:27,19:27,4.33
Oxford island,Squirrel,Grey squirrel,1,3,4,spring,2015,15:07:00,05:54,19:06,3.98
Aghavoory,Squirrel,Red squirrel,1,21,4,spring,2015,15:11:00,05:10,19:41,4.5
Portglenone,Squirrel,Grey squirrel,1,17,4,spring,2015,15:11:00,05:20,19:33,4.37
Oxford island,Squirrel,Grey squirrel,2,4,4,spring,2015,15:11:00,05:52,19:08,3.95
Favour Royal,Squirrel,Red squirrel,1,22,4,spring,2015,15:11:01,05:08,19:43,4.53
Oxford island,Squirrel,Grey squirrel,1,5,4,spring,2015,15:14:00,05:49,19:10,3.93
Aghavoory,Squirrel,Red squirrel,1,16,4,spring,2015,15:15:00,05:22,19:31,4.27
Oxford island,Squirrel,Grey squirrel,1,7,4,spring,2015,15:15:00,05:44,19:14,3.98
Portglenone,Squirrel,Grey squirrel,1,16,4,spring,2015,15:16:00,05:22,19:31,4.25
Portglenone,Squirrel,Grey squirrel,1,20,4,spring,2015,15:19:00,05:13,19:39,4.33
Portglenone,Squirrel,Grey squirrel,1,18,4,spring,2015,15:19:00,05:17,19:35,4.27
Ballinarees,Squirrel,Grey squirrel,1,14,4,spring,2015,15:20:00,05:27,19:27,4.12
Oxford island,Squirrel,Grey squirrel,2,6,4,spring,2015,15:21:00,05:47,19:12,3.85
seskinore,Squirrel,Grey squirrel,1,16,4,spring,2015,15:25:00,05:22,19:31,4.1
seskinore,Squirrel,Grey squirrel,1,19,4,spring,2015,15:28:00,05:15,19:37,4.15
Favour Royal,Squirrel,Red squirrel,1,17,4,spring,2015,15:28:03,05:20,19:33,4.08
St Patricks well ,Squirrel,Red squirrel,1,15,4,spring,2015,15:29:00,05:25,19:29,4
seskinore,Squirrel,Grey squirrel,1,20,4,spring,2015,15:30:00,05:13,19:39,4.15
Old Mountjoy,Squirrel,Grey squirrel,1,5,4,spring,2015,15:30:00,05:49,19:10,3.67
seskinore,Squirrel,Grey squirrel,1,21,4,spring,2015,15:32:00,05:10,19:41,4.15
Alderwood ,Squirrel,Red squirrel,1,15,4,spring,2015,15:33:21,05:25,19:29,3.93
seskinore,Squirrel,Grey squirrel,1,18,4,spring,2015,15:35:00,05:17,19:35,4
Portglenone,Squirrel,Grey squirrel,1,15,4,spring,2015,15:35:00,05:25,19:29,3.9
Old Mountjoy,Squirrel,Grey squirrel,1,7,4,spring,2015,15:35:00,05:44,19:14,3.65
Slantry,Squirrel,Grey squirrel,1,4,4,spring,2015,15:35:00,05:52,19:08,3.55
seskinore,Squirrel,Grey squirrel,1,22,4,spring,2015,15:36:00,05:08,19:43,4.12
Aghavoory,Squirrel,Red squirrel,1,15,4,spring,2015,15:39:00,05:25,19:29,3.83
Old Mountjoy,Squirrel,Grey squirrel,1,6,4,spring,2015,15:39:00,05:47,19:12,3.55
Alderwood ,Squirrel,Red squirrel,1,16,4,spring,2015,15:41:09,05:22,19:31,3.83
Portglenone,Squirrel,Grey squirrel,1,21,4,spring,2015,15:45:00,05:10,19:41,3.93
Slantry,Squirrel,Grey squirrel,1,2,4,spring,2015,15:46:00,05:57,19:04,3.3
Gortnamoyagh 2,Squirrel,Grey squirrel,1,18,4,spring,2015,15:47:00,05:17,19:35,3.8
Old Mountjoy,Squirrel,Grey squirrel,1,3,4,spring,2015,15:47:00,05:54,19:06,3.32
Favour Royal,Marten,Pine marten,1,17,4,spring,2015,15:47:03,05:20,19:33,3.77
Old Mountjoy,Squirrel,Grey squirrel,1,2,4,spring,2015,15:50:00,05:57,19:04,3.23
Slantry,Squirrel,Grey squirrel,1,1,4,spring,2015,15:50:00,05:59,19:02,3.2
Slantry,Squirrel,Grey squirrel,1,3,4,spring,2015,15:51:00,05:54,19:06,3.25
Alderwood ,Squirrel,Red squirrel,1,16,4,spring,2015,16:00:21,05:22,19:31,3.52
Favour Royal,Marten,Pine marten,1,17,4,spring,2015,16:00:46,05:20,19:33,3.53
Aghavoory,Squirrel,Red squirrel,1,15,4,spring,2015,16:01:00,05:25,19:29,3.47
Slantry,Squirrel,Grey squirrel,1,5,4,spring,2015,16:04:00,05:49,19:10,3.1
Oxford island,Squirrel,Grey squirrel,1,7,4,spring,2015,16:05:00,05:44,19:14,3.15
Oxford island,Squirrel,Grey squirrel,1,4,4,spring,2015,16:06:00,05:52,19:08,3.03
Fews 1,Marten,Pine marten,1,21,4,spring,2015,16:06:08,05:10,19:41,3.57
Bohill,Marten,Pine marten,1,21,4,spring,2015,16:07:00,05:10,19:41,3.57
Portglenone,Squirrel,Grey squirrel,1,19,4,spring,2015,16:07:00,05:15,19:37,3.5
Aghavoory,Squirrel,Red squirrel,1,21,4,spring,2015,16:10:00,05:10,19:41,3.52
seskinore,Squirrel,Grey squirrel,1,19,4,spring,2015,16:11:00,05:15,19:37,3.43
Slantry,Squirrel,Grey squirrel,1,6,4,spring,2015,16:11:00,05:47,19:12,3.02
Oxford island,Squirrel,Grey squirrel,1,5,4,spring,2015,16:11:00,05:49,19:10,2.98
Portglenone,Squirrel,Grey squirrel,1,20,4,spring,2015,16:16:00,05:13,19:39,3.38
Slantry,Squirrel,Grey squirrel,1,7,4,spring,2015,16:18:00,05:44,19:14,2.93
Aghavoory,Squirrel,Red squirrel,1,18,4,spring,2015,16:19:00,05:17,19:35,3.27
Portglenone,Squirrel,Grey squirrel,1,16,4,spring,2015,16:19:00,05:22,19:31,3.2
seskinore,Squirrel,Grey squirrel,1,16,4,spring,2015,16:20:00,05:22,19:31,3.18
Favour Royal,Squirrel,Red squirrel,1,16,4,spring,2015,16:20:18,05:22,19:31,3.18
Ballinarees,Squirrel,Grey squirrel,1,17,4,spring,2015,16:21:00,05:20,19:33,3.2
Portglenone,Squirrel,Grey squirrel,1,17,4,spring,2015,16:24:00,05:20,19:33,3.15
Oxford island,Squirrel,Grey squirrel,1,6,4,spring,2015,16:26:00,05:47,19:12,2.77
Portglenone,Squirrel,Grey squirrel,1,18,4,spring,2015,16:27:00,05:17,19:35,3.13
Portglenone,Squirrel,Grey squirrel,1,21,4,spring,2015,16:28:00,05:10,19:41,3.22
St Patricks well ,Squirrel,Red squirrel,1,17,4,spring,2015,16:28:00,05:20,19:33,3.08
Portglenone,Squirrel,Grey squirrel,1,14,4,spring,2015,16:29:00,05:27,19:27,2.97
seskinore,Squirrel,Grey squirrel,1,20,4,spring,2015,16:34:00,05:13,19:39,3.08
seskinore,Squirrel,Grey squirrel,1,15,4,spring,2015,16:40:00,05:25,19:29,2.82
Favour Royal,Fallow,Fallow Deer,3,14,4,spring,2015,16:45:50,05:27,19:27,2.68
Portglenone,Squirrel,Grey squirrel,1,15,4,spring,2015,16:46:00,05:25,19:29,2.72
Drumbanagher,Squirrel,Grey squirrel,2,22,4,spring,2015,16:48:00,05:08,19:43,2.92
Favour Royal,Squirrel,Red squirrel,1,21,4,spring,2015,16:52:38,05:10,19:41,2.8
Fews 1,Marten,Pine marten,1,19,4,spring,2015,16:57:23,05:15,19:37,2.65
Fews 1,Marten,Pine marten,1,19,4,spring,2015,17:00:00,05:15,19:37,2.62
Portglenone,Squirrel,Grey squirrel,1,21,4,spring,2015,17:06:00,05:10,19:41,2.58
Portglenone,Squirrel,Grey squirrel,1,15,4,spring,2015,17:06:00,05:25,19:29,2.38
Oxford island,Squirrel,Grey squirrel,2,5,4,spring,2015,17:07:00,05:49,19:10,2.05
Oxford island,Squirrel,Grey squirrel,1,6,4,spring,2015,17:08:00,05:47,19:12,2.07
Portglenone,Squirrel,Grey squirrel,1,17,4,spring,2015,17:09:00,05:20,19:33,2.4
Dromantine,Squirrel,Grey squirrel,1,20,4,spring,2015,17:11:00,05:13,19:39,2.47
seskinore,Squirrel,Grey squirrel,1,20,4,spring,2015,17:12:00,05:13,19:39,2.45
Portglenone,Squirrel,Grey squirrel,1,16,4,spring,2015,17:13:00,05:22,19:31,2.3
Oxford island,Squirrel,Grey squirrel,1,4,4,spring,2015,17:14:00,05:52,19:08,1.9
Portglenone,Squirrel,Grey squirrel,1,20,4,spring,2015,17:16:00,05:13,19:39,2.38
Aghavoory,Squirrel,Red squirrel,1,18,4,spring,2015,17:16:00,05:17,19:35,2.32
Slantry,Squirrel,Grey squirrel,1,6,4,spring,2015,17:21:00,05:47,19:12,1.85
Portglenone,Squirrel,Grey squirrel,1,19,4,spring,2015,17:22:00,05:15,19:37,2.25
seskinore,Squirrel,Grey squirrel,1,19,4,spring,2015,17:24:00,05:15,19:37,2.22
seskinore,Squirrel,Grey squirrel,1,15,4,spring,2015,17:26:00,05:25,19:29,2.05
Aghavoory,Squirrel,Red squirrel,1,20,4,spring,2015,17:29:00,05:13,19:39,2.17
Oxford island,Squirrel,Grey squirrel,1,7,4,spring,2015,17:34:00,05:44,19:14,1.67
Aghavoory,Squirrel,Red squirrel,1,21,4,spring,2015,17:40:00,05:10,19:41,2.02
seskinore,Squirrel,Grey squirrel,1,16,4,spring,2015,17:40:00,05:22,19:31,1.85
Ballinarees,Squirrel,Grey squirrel,1,20,4,spring,2015,17:42:00,05:13,19:39,1.95
Bohill,Marten,Pine marten,1,23,4,spring,2015,17:45:00,05:06,19:44,1.98
St Patricks well ,Squirrel,Red squirrel,1,16,4,spring,2015,17:50:00,05:22,19:31,1.68
Portglenone,Squirrel,Grey squirrel,1,14,4,spring,2015,17:50:00,05:27,19:27,1.62
Aghavoory,Squirrel,Red squirrel,1,17,4,spring,2015,17:51:00,05:20,19:33,1.7
Drumbanagher,Squirrel,Grey squirrel,2,22,4,spring,2015,17:52:00,05:08,19:43,1.85
Deriaghy Glen,Squirrel,Grey squirrel,1,3,4,spring,2015,17:53:00,05:54,19:06,1.22
Cold Brae,Fox,Fox,1,9,4,spring,2015,17:57:00,05:39,19:18,1.35
Gortnamoyagh 2,Squirrel,Grey squirrel,1,19,4,spring,2015,18:00:00,05:15,19:37,1.62
Aghavoory,Squirrel,Red squirrel,1,22,4,spring,2015,18:02:00,05:08,19:43,1.68
Gosford,Hare,Irish hare,1,4,4,spring,2015,18:03:00,05:52,19:08,1.08
Oxford island,Squirrel,Grey squirrel,1,6,4,spring,2015,18:04:00,05:47,19:12,1.13
Portglenone,Squirrel,Grey squirrel,1,18,4,spring,2015,18:05:00,05:17,19:35,1.5
Old Mountjoy,Squirrel,Grey squirrel,1,7,4,spring,2015,18:07:00,05:44,19:14,1.12
Portglenone,Squirrel,Grey squirrel,1,19,4,spring,2015,18:09:00,05:15,19:37,1.47
Portglenone,Squirrel,Grey squirrel,1,21,4,spring,2015,18:11:00,05:10,19:41,1.5
Portglenone,Squirrel,Grey squirrel,1,20,4,spring,2015,18:12:00,05:13,19:39,1.45
Aghavoory,Squirrel,Red squirrel,1,17,4,spring,2015,18:12:00,05:20,19:33,1.35
Slantry,Squirrel,Grey squirrel,1,7,4,spring,2015,18:12:00,05:44,19:14,1.03
Fews 1,Marten,Pine marten,1,21,4,spring,2015,18:15:56,05:10,19:41,1.42
Oxford island,Squirrel,Grey squirrel,1,5,4,spring,2015,18:17:00,05:49,19:10,0.88
Lackagh Burn,Fox,Fox,1,2,4,spring,2015,18:18:00,05:57,19:04,0.77
Oxford island,Squirrel,Grey squirrel,1,7,4,spring,2015,18:19:00,05:44,19:14,0.92
Ballinarees,Squirrel,Grey squirrel,1,13,4,spring,2015,18:24:00,05:29,19:25,1.02
Portglenone,Squirrel,Grey squirrel,1,16,4,spring,2015,18:29:00,05:22,19:31,1.03
seskinore,Squirrel,Grey squirrel,1,17,4,spring,2015,18:34:00,05:20,19:33,0.98
Portglenone,Squirrel,Grey squirrel,1,13,4,spring,2015,18:35:00,05:29,19:25,0.83
Old Mountjoy,Squirrel,Grey squirrel,1,5,4,spring,2015,18:37:00,05:49,19:10,0.55
Portglenone,Squirrel,Grey squirrel,1,14,4,spring,2015,18:41:00,05:27,19:27,0.77
Portglenone,Squirrel,Grey squirrel,1,17,4,spring,2015,18:42:00,05:20,19:33,0.85
Fews 1,Marten,Pine marten,1,17,4,spring,2015,18:45:34,05:20,19:33,0.78
Aghavoory,Squirrel,Red squirrel,1,20,4,spring,2015,18:46:00,05:13,19:39,0.88
Gortnamoyagh 2,Squirrel,Grey squirrel,1,20,4,spring,2015,18:57:00,05:13,19:39,0.7
Aghavoory,Squirrel,Red squirrel,1,18,4,spring,2015,19:04:00,05:17,19:35,0.52
Edenegan,Marten,Pine marten,1,30,4,spring,2015,19:06:02,04:50,19:58,0.87
Aghavoory,Squirrel,Red squirrel,1,17,4,spring,2015,19:16:00,05:20,19:33,0.28
Dromantine,Squirrel,Grey squirrel,1,19,4,spring,2015,19:19:00,05:15,19:37,0.3
Portglenone,Squirrel,Grey squirrel,1,18,4,spring,2015,19:24:00,05:17,19:35,0.18
Favour Royal,Marten,Pine marten,1,23,4,spring,2015,00:00:14,05:06,19:44,-5.1
Favour Royal,Marten,Pine marten,1,21,4,spring,2015,00:00:14,05:10,19:41,-5.17
isle of carnmoon,Mouse,Wood mouse,1,28,4,spring,2015,00:01:00,04:54,19:54,-4.88
Favour Royal,Marten,Pine marten,1,18,4,spring,2015,00:01:42,05:17,19:35,-5.27
Corcloghy,Mouse,Wood mouse,1,21,4,spring,2015,00:13:00,05:10,19:41,-4.95
Corcloghy,Mouse,Wood mouse,1,22,4,spring,2015,00:17:00,05:08,19:43,-4.85
Glenshane,Mouse,Wood mouse,1,8,4,spring,2015,00:24:00,05:42,19:16,-5.3
Darkley,Mouse,Wood mouse,1,16,4,spring,2015,00:26:00,05:22,19:31,-4.93
Favour Royal,Marten,Pine marten,1,16,4,spring,2015,00:27:22,05:22,19:31,-4.92
Bannagher,Mouse,Wood mouse,1,1,4,spring,2015,00:32:00,05:59,19:02,-5.45
Darkley,Mouse,Wood mouse,1,14,4,spring,2015,00:39:00,05:27,19:27,-4.8
isle of carnmoon,Mouse,Wood mouse,1,26,4,spring,2015,00:40:00,04:59,19:50,-4.32
Fews 1,Marten,Pine marten,1,22,4,spring,2015,00:48:23,05:08,19:43,-4.33
Corcloghy,Mouse,Wood mouse,1,23,4,spring,2015,00:49:00,05:06,19:44,-4.28
Kilbroney Wood,Marten,Pine marten,1,30,4,spring,2015,00:58:38,04:50,19:58,-3.85
Glenshane,Mouse,Wood mouse,1,7,4,spring,2015,01:00:00,05:44,19:14,-4.73
Darkley,Mouse,Wood mouse,1,15,4,spring,2015,01:01:00,05:25,19:29,-4.4
Glenshane,Mouse,Wood mouse,1,9,4,spring,2015,01:01:00,05:39,19:18,-4.63
isle of carnmoon,Mouse,Wood mouse,1,26,4,spring,2015,01:05:00,04:59,19:50,-3.9
Favour Royal,Marten,Pine marten,1,22,4,spring,2015,01:05:53,05:08,19:43,-4.03
Corcloghy,Mouse,Wood mouse,1,23,4,spring,2015,01:07:00,05:06,19:44,-3.98
Knockmany,Mouse,Wood mouse,1,1,4,spring,2015,01:08:00,05:59,19:02,-4.85
Favour Royal,Marten,Pine marten,1,19,4,spring,2015,01:08:04,05:15,19:37,-4.12
Corcloghy,Mouse,Wood mouse,1,22,4,spring,2015,01:09:00,05:08,19:43,-3.98
Bannagher,Mouse,Wood mouse,1,1,4,spring,2015,01:11:00,05:59,19:02,-4.8
Darkley,Mouse,Wood mouse,1,16,4,spring,2015,01:16:00,05:22,19:31,-4.1
Cranny Falls ,Mouse,Wood mouse,1,5,4,spring,2015,01:19:00,05:49,19:10,-4.5
Bannagher,Mouse,Wood mouse,1,2,4,spring,2015,01:28:00,05:57,19:04,-4.48
Corcloghy,Mouse,Wood mouse,1,21,4,spring,2015,01:35:00,05:10,19:41,-3.58
Fews 1,Marten,Pine marten,1,21,4,spring,2015,01:40:16,05:10,19:41,-3.5
Gosford,Mouse,Wood mouse,1,4,4,spring,2015,01:41:00,05:52,19:08,-4.18
Gosford,Mouse,Wood mouse,1,2,4,spring,2015,01:41:00,05:57,19:04,-4.27
Corcloghy,Mouse,Wood mouse,1,20,4,spring,2015,01:43:00,05:13,19:39,-3.5
Glenshane,Mouse,Wood mouse,1,10,4,spring,2015,01:46:00,05:37,19:19,-3.85
Ballybogey,Mouse,Wood mouse,1,25,4,spring,2015,01:58:00,05:01,19:48,-3.05
Glenshane,Mouse,Wood mouse,1,6,4,spring,2015,02:00:00,05:47,19:12,-3.78
Aghavoory,Mouse,Wood mouse,1,15,4,spring,2015,02:01:00,05:25,19:29,-3.4
isle of carnmoon,Mouse,Wood mouse,1,27,4,spring,2015,02:03:00,04:57,19:52,-2.9
Cranny Falls ,Mouse,Wood mouse,1,7,4,spring,2015,02:03:00,05:44,19:14,-3.68
Corcloghy,Fox,Fox,1,17,4,spring,2015,02:04:00,05:20,19:33,-3.27
Gosford,Mouse,Wood mouse,1,2,4,spring,2015,02:06:00,05:57,19:04,-3.85
Fews 1,Marten,Pine marten,1,17,4,spring,2015,02:06:02,05:20,19:33,-3.23
Bannagher,Mouse,Wood mouse,1,2,4,spring,2015,02:09:00,05:57,19:04,-3.8
Altmore,Marten,Pine marten,1,3,4,spring,2015,02:21:12,05:54,19:06,-3.55
isle of carnmoon,Mouse,Wood mouse,1,29,4,spring,2015,02:22:00,04:52,19:56,-2.5
Fews 1,Marten,Pine marten,1,23,4,spring,2015,02:22:09,05:06,19:44,-2.73
Gosford,Mouse,Wood mouse,1,3,4,spring,2015,02:24:00,05:54,19:06,-3.5
Bannagher,Mouse,Wood mouse,1,1,4,spring,2015,02:25:00,05:59,19:02,-3.57
Corcloghy,Mouse,Wood mouse,1,23,4,spring,2015,02:37:00,05:06,19:44,-2.48
Glenshane,Mouse,Wood mouse,1,8,4,spring,2015,02:37:00,05:42,19:16,-3.08
Corcloghy,Mouse,Wood mouse,1,21,4,spring,2015,02:41:00,05:10,19:41,-2.48
Glenshane,Mouse,Wood mouse,1,7,4,spring,2015,02:52:00,05:44,19:14,-2.87
Aghavoory,Mouse,Wood mouse,1,21,4,spring,2015,02:56:00,05:10,19:41,-2.23
Gortnamoyagh 2,Badger,Badger,1,15,4,spring,2015,02:58:00,05:25,19:29,-2.45
Darkley,Mouse,Wood mouse,1,13,4,spring,2015,02:58:00,05:29,19:25,-2.52
Fews 1,Marten,Pine marten,1,22,4,spring,2015,03:03:33,05:08,19:43,-2.08
Darkley,Mouse,Wood mouse,1,13,4,spring,2015,03:04:00,05:29,19:25,-2.42
isle of carnmoon,Mouse,Wood mouse,1,26,4,spring,2015,03:05:00,04:59,19:50,-1.9
Darkley,Mouse,Wood mouse,1,15,4,spring,2015,03:05:00,05:25,19:29,-2.33
Darkley,Mouse,Wood mouse,1,12,4,spring,2015,03:06:00,05:32,19:23,-2.43
Corcloghy,Mouse,Wood mouse,1,23,4,spring,2015,03:09:00,05:06,19:44,-1.95
Davagh 3,Marten,Pine marten,1,2,4,spring,2015,03:09:31,05:57,19:04,-2.78
Lackagh Burn,Fox,Fox,1,2,4,spring,2015,03:12:00,05:57,19:04,-2.75
Gosford,Mouse,Wood mouse,1,2,4,spring,2015,03:15:00,05:57,19:04,-2.7
isle of carnmoon,Marten,Pine marten,1,29,4,spring,2015,03:18:00,04:52,19:56,-1.57
isle of carnmoon,Mouse,Wood mouse,1,28,4,spring,2015,03:19:00,04:54,19:54,-1.58
Fews 1,Marten,Pine marten,1,20,4,spring,2015,03:19:50,05:13,19:39,-1.88
Favour Royal,Marten,Pine marten,1,20,4,spring,2015,03:27:29,05:13,19:39,-1.75
Bannagher,Mouse,Wood mouse,1,2,4,spring,2015,03:29:00,05:57,19:04,-2.47
Glenshane,Mouse,Wood mouse,1,9,4,spring,2015,03:32:00,05:39,19:18,-2.12
Bannagher,Mouse,Wood mouse,1,1,4,spring,2015,03:35:00,05:59,19:02,-2.4
Cranny Falls ,Mouse,Wood mouse,1,4,4,spring,2015,03:39:00,05:52,19:08,-2.22
Knockmany,Mouse,Wood mouse,1,1,4,spring,2015,03:41:00,05:59,19:02,-2.3
Alderwood ,Marten,Pine marten,1,18,4,spring,2015,03:42:56,05:17,19:35,-1.57
Cold Brae,Marten,Pine marten,1,14,4,spring,2015,03:43:00,05:27,19:27,-1.73
Corcloghy,Mouse,Wood mouse,1,21,4,spring,2015,03:54:00,05:10,19:41,-1.27
Darkley,Mouse,Wood mouse,1,16,4,spring,2015,03:58:00,05:22,19:31,-1.4
Fews 1,Marten,Pine marten,1,19,4,spring,2015,03:59:52,05:15,19:37,-1.25
Fews 1,Marten,Pine marten,1,19,4,spring,2015,04:00:39,05:15,19:37,-1.23
isle of carnmoon,Mouse,Wood mouse,1,26,4,spring,2015,04:02:00,04:59,19:50,-0.95
Bannagher,Mouse,Wood mouse,1,2,4,spring,2015,04:02:00,05:57,19:04,-1.92
Gosford,Mouse,Wood mouse,1,2,4,spring,2015,04:02:00,05:57,19:04,-1.92
Corcloghy,Mouse,Wood mouse,1,21,4,spring,2015,04:08:00,05:10,19:41,-1.03
Aghavoory,Mouse,Wood mouse,1,20,4,spring,2015,04:09:00,05:13,19:39,-1.07
Corcloghy,Mouse,Wood mouse,1,20,4,spring,2015,04:10:00,05:13,19:39,-1.05
Bannagher,Mouse,Wood mouse,1,1,4,spring,2015,04:12:00,05:59,19:02,-1.78
isle of carnmoon,Mouse,Wood mouse,1,28,4,spring,2015,04:16:00,04:54,19:54,-0.63
Favour Royal,Marten,Pine marten,1,15,4,spring,2015,04:17:34,05:25,19:29,-1.12
isle of carnmoon,Mouse,Wood mouse,1,30,4,spring,2015,04:20:00,04:50,19:58,-0.5
Corcloghy,Mouse,Wood mouse,1,23,4,spring,2015,04:24:00,05:06,19:44,-0.7
Cold Brae,Marten,Pine marten,1,12,4,spring,2015,04:28:00,05:32,19:23,-1.07
Knockmany,Mouse,Wood mouse,1,3,4,spring,2015,04:34:00,05:54,19:06,-1.33
Corcloghy,Mouse,Wood mouse,1,22,4,spring,2015,04:35:00,05:08,19:43,-0.55
Downhill,Badger,Badger,1,3,4,spring,2015,04:36:00,05:54,19:06,-1.3
Bohill,Marten,Pine marten,1,25,4,spring,2015,04:41:00,05:01,19:48,-0.33
Knockmany,Mouse,Wood mouse,1,2,4,spring,2015,04:42:00,05:57,19:04,-1.25
Glenshane,Mouse,Wood mouse,1,8,4,spring,2015,04:45:00,05:42,19:16,-0.95
Glenshane,Mouse,Wood mouse,1,9,4,spring,2015,04:48:00,05:39,19:18,-0.85
Glenshane,Mouse,Wood mouse,1,7,4,spring,2015,04:56:00,05:44,19:14,-0.8
Favour Royal,Marten,Pine marten,1,22,4,spring,2015,04:59:43,05:08,19:43,-0.13
Favour Royal,Marten,Pine marten,1,19,4,spring,2015,05:00:15,05:15,19:37,-0.25
Favour Royal,Marten,Pine marten,1,22,4,spring,2015,05:00:26,05:08,19:43,-0.13
Fews 1,Marten,Pine marten,1,20,4,spring,2015,05:01:14,05:13,19:39,-0.18
Glenshane,Mouse,Wood mouse,1,7,4,spring,2015,05:02:00,05:44,19:14,-0.7
Favour Royal,Marten,Pine marten,1,20,4,spring,2015,05:05:39,05:13,19:39,-0.12
Fews 1,Marten,Pine marten,1,17,4,spring,2015,05:07:19,05:20,19:33,-0.2
Tassagh,Fox,Fox,1,18,4,spring,2015,05:08:20,05:17,19:35,-0.15
Cranny Falls ,Mouse,Wood mouse,1,5,4,spring,2015,05:19:00,05:49,19:10,-0.5
Glenshane,Mouse,Wood mouse,1,10,4,spring,2015,05:29:00,05:37,19:19,-0.13
Oxford island,Squirrel,Grey squirrel,1,5,4,spring,2015,19:15:00,05:49,19:10,-0.07
Cold Brae,Fox,Fox,1,11,4,spring,2015,19:25:00,05:34,19:21,-0.05
Oxford island,Squirrel,Grey squirrel,1,7,4,spring,2015,19:35:00,05:44,19:14,-0.33
Aghavoory,Squirrel,Red squirrel,1,22,4,spring,2015,19:49:00,05:08,19:43,-0.08
Fews 1,Marten,Pine marten,1,19,4,spring,2015,19:51:50,05:15,19:37,-0.23
Altmore,Marten,Pine marten,1,6,4,spring,2015,19:54:20,05:47,19:12,-0.7
Bannagher,Mouse,Wood mouse,1,1,4,spring,2015,19:59:00,05:59,19:02,-0.93
Bannagher,Mouse,Wood mouse,1,1,4,spring,2015,20:07:00,05:59,19:02,-1.07
Glenshane,Mouse,Wood mouse,1,8,4,spring,2015,20:20:00,05:42,19:16,-1.05
Knockmany,Mouse,Wood mouse,1,2,4,spring,2015,20:22:00,05:57,19:04,-1.28
Cold Brae,Marten,Pine marten,1,15,4,spring,2015,20:27:00,05:25,19:29,-0.95
Fews 1,Marten,Pine marten,1,22,4,spring,2015,20:33:04,05:08,19:43,-0.83
Straidkilly road,Mouse,Wood mouse,1,4,4,spring,2015,20:34:00,05:52,19:08,-1.42
Gosford,Mouse,Wood mouse,1,2,4,spring,2015,20:35:00,05:57,19:04,-1.5
Fews 1,Marten,Pine marten,1,20,4,spring,2015,20:45:35,05:13,19:39,-1.1
Fews 1,Marten,Pine marten,1,18,4,spring,2015,20:57:29,05:17,19:35,-1.37
Fews 1,Marten,Pine marten,1,18,4,spring,2015,21:00:24,05:17,19:35,-1.42
Cold Brae,Marten,Pine marten,1,14,4,spring,2015,21:01:00,05:27,19:27,-1.55
Alderwood,Marten,Pine marten,1,14,4,spring,2015,21:07:19,05:27,19:27,-1.65
springwell,Fox,Fox,1,12,4,spring,2015,21:14:00,05:32,19:23,-1.83
Gosford,Mouse,Wood mouse,1,2,4,spring,2015,21:14:00,05:57,19:04,-2.15
Cranny Falls ,Mouse,Wood mouse,1,4,4,spring,2015,21:18:00,05:52,19:08,-2.15
Bannagher,Mouse,Wood mouse,2,1,4,spring,2015,21:18:00,05:59,19:02,-2.25
Cold Brae,Marten,Pine marten,1,12,4,spring,2015,21:27:00,05:32,19:23,-2.05
Fews 1,Marten,Pine marten,1,17,4,spring,2015,21:37:47,05:20,19:33,-2.07
Cold Brae,Marten,Pine marten,1,11,4,spring,2015,21:41:00,05:34,19:21,-2.32
isle of carnmoon,Mouse,Wood mouse,1,30,4,spring,2015,21:48:00,04:50,19:58,-1.82
Glenshane,Mouse,Wood mouse,1,8,4,spring,2015,21:48:00,05:42,19:16,-2.52
Fews 1,Marten,Pine marten,1,22,4,spring,2015,21:48:45,05:08,19:43,-2.08
